Scen	Var	Perc	2022.0	2022.25	2022.5	2022.75	2023.0	2023.25	2023.5	2023.75	2024.0	2024.25	2024.5	2024.75	2025.0	2025.25	2025.5	2025.75	2026.0	2026.25	2026.5	2026.75	2027.0	2027.25	2027.5	2027.75	2028.0	2028.25	2028.5	2028.75	2029.0	2029.25	2029.5	2029.75	2030.0	2030.25	2030.5	2030.75	2031.0	2031.25	2031.5	2031.75	2032.0
Bup Prov Capacity	Total overdose deaths	0.025	62150.255000000005	61746.44499999999	61168.685	60541.295000000006	59836.3	59072.89	58246.005000000005	57374.935000000005	56464.785	55515.66499999999	54550.175	53529.88	52590.745	51778.575000000004	51097.0	50370.92999999999	49673.01	49071.329999999994	48441.814999999995	47817.91	47225.8	46658.285	46170.425	45689.47000000001	45239.685000000005	44795.02	44341.170000000006	43898.59	43463.1	43024.355	42615.274999999994	42192.175	41767.8	41341.385	40922.555	40504.46	40087.524999999994	39689.53	39301.395	38901.520000000004	38496.079999999994
Bup Prov Capacity	Total overdose deaths	0.05	62368.12	61957.64	61407.06	60754.55	60061.79	59316.0	58523.06	57651.57	56766.3	55836.53	54920.369999999995	53959.149999999994	53019.869999999995	52265.89	51625.490000000005	51003.9	50368.32	49787.02	49231.729999999996	48626.05	48088.549999999996	47599.22	47143.049999999996	46673.06	46211.659999999996	45768.03999999999	45327.3	44866.2	44415.869999999995	43965.51000000001	43526.73	43088.509999999995	42664.98	42245.020000000004	41813.8	41377.08	40958.07	40542.24	40120.75	39719.369999999995	39313.850000000006
Bup Prov Capacity	Total overdose deaths	0.1	62611.340000000004	62231.240000000005	61688.24	61067.56	60377.880000000005	59645.58	58852.0	58035.119999999995	57165.14000000001	56273.6	55377.16	54499.04	53597.0	52904.96	52301.4	51721.619999999995	51172.26	50647.53999999999	50123.740000000005	49622.16	49107.2	48650.56	48192.96	47731.18	47270.899999999994	46809.26	46342.92	45883.52	45443.92	44997.600000000006	44548.22	44100.899999999994	43668.18	43228.82	42792.0	42347.659999999996	41912.3	41476.899999999994	41061.520000000004	40635.5	40220.4
Bup Prov Capacity	Total overdose deaths	0.25	63025.3	62656.5	62140.95	61545.25	60891.149999999994	60186.100000000006	59449.8	58687.35	57921.5	57153.85	56389.6	55712.75	55104.2	54576.95	54095.75	53649.25	53203.9	52750.850000000006	52303.75	51851.3	51382.95	50915.0	50449.100000000006	49975.8	49496.85	49011.75	48534.8	48054.9	47581.850000000006	47111.100000000006	46636.649999999994	46169.95	45704.0	45245.4	44787.7	44341.2	43891.05	43442.0	43008.15	42577.35	42152.75
Bup Prov Capacity	Total overdose deaths	0.5	63502.9	63157.3	62672.3	62134.0	61533.9	60898.6	60264.9	59636.1	59026.8	58448.8	57993.5	57548.5	57140.0	56727.4	56317.8	55893.3	55452.8	55008.1	54542.9	54083.2	53610.6	53116.4	52634.7	52148.8	51638.9	51148.2	50645.1	50153.7	49659.1	49172.9	48677.3	48203.9	47726.5	47250.8	46783.3	46329.1	45875.8	45421.2	44990.5	44561.6	44136.2
Bup Prov Capacity	Total overdose deaths	0.75	64010.75	63688.850000000006	63240.899999999994	62752.350000000006	62258.0	61735.7	61250.75	60847.2	60503.9	60176.5	59843.5	59496.7	59127.45	58735.4	58328.7	57907.95	57467.95	57021.45	56557.2	56092.6	55600.75	55108.8	54606.2	54103.9	53602.4	53100.8	52593.850000000006	52091.05	51586.350000000006	51084.2	50589.75	50095.2	49619.399999999994	49158.6	48698.7	48254.1	47799.7	47372.05	46946.2	46539.45	46129.399999999994
Bup Prov Capacity	Total overdose deaths	0.9	64464.85999999999	64190.119999999995	63791.04	63388.32	63006.880000000005	62659.4	62412.8	62168.12	61924.5	61647.100000000006	61339.32	61010.8	60646.5	60252.48	59851.6	59436.24	58978.119999999995	58540.34	58076.32	57605.98	57118.58	56607.0	56110.31999999999	55618.619999999995	55121.78	54608.2	54102.94	53609.0	53100.3	52615.4	52131.92	51681.520000000004	51221.18	50762.240000000005	50299.26	49864.14	49425.36	48993.81999999999	48573.12	48160.86	47753.5
Bup Prov Capacity	Total overdose deaths	0.95	64748.6	64519.13	64201.840000000004	63863.509999999995	63592.53	63382.409999999996	63206.7	63000.16999999999	62772.979999999996	62501.63	62190.249999999985	61871.8	61510.8	61122.53	60714.149999999994	60283.4	59846.85999999999	59406.43	58935.49	58447.5	57934.07	57456.14	56973.8	56487.42999999999	55986.79	55464.88999999999	54954.84999999999	54472.88	53969.420000000006	53483.939999999995	53013.06	52552.4	52101.259999999995	51660.39	51236.079999999994	50813.2	50371.89	49939.27	49521.85	49109.63	48704.52999999999
Bup Prov Capacity	Total overdose deaths	0.975	65027.33	64803.87	64550.235	64358.025	64240.405	64102.79	63934.915	63728.72	63496.715000000004	63232.865	62934.634999999995	62610.375	62254.125	61872.145000000004	61470.77	61046.665	60599.725000000006	60144.32	59679.555	59179.50000000001	58682.299999999996	58178.215	57679.435	57174.37	56669.085	56186.895000000004	55688.58000000001	55212.1	54737.064999999995	54255.44000000001	53800.30000000001	53351.229999999996	52894.17	52443.28	52010.310000000005	51590.365000000005	51151.995	50718.94	50303.74999999999	49886.975	49464.82000000001
Bup Prov Capacity	Total overdose deaths	EV	63295.6	62913.4	62372.8	61747.9	61044.0	60367.6	59883.5	59494.1	59142.4	58799.3	58450.4	58088.9	57711.7	57318.0	56908.3	56483.5	56045.0	55593.9	55131.8	54660.2	54180.4	53693.4	53200.9	52703.8	52203.3	51700.0	51195.1	50689.5	50183.8	49678.4	49174.3	48671.9	48171.8	47674.1	47179.5	46688.3	46219.7	45785.5	45372.0	44972.2	44582.2
