	1999	1999.25	1999.5	1999.75	2000	2000.25	2000.5	2000.75	2001	2001.25	2001.5	2001.75	2002	2002.25	2002.5	2002.75	2003	2003.25	2003.5	2003.75	2004	2004.25	2004.5	2004.75	2005	2005.25	2005.5	2005.75	2006	2006.25	2006.5	2006.75	2007	2007.25	2007.5	2007.75	2008	2008.25	2008.5	2008.75	2009	2009.25	2009.5	2009.75	2010	2010.25	2010.5	2010.75	2011	2011.25	2011.5	2011.75	2012	2012.25	2012.5	2012.75	2013	2013.25	2013.5	2013.75	2014	2014.25	2014.5	2014.75	2015	2015.25	2015.5	2015.75	2016	2016.25	2016.5	2016.75	2017	2017.25	2017.5	2017.75	2018	2018.25	2018.5	2018.75	2019	2019.25	2019.5	2019.75	2020
NormErr[InRD]	-0.136649	-0.0877815	-0.0381252	0.0128795	0.0657626	0.0406075	0.0179911	-0.00224547	-0.0202784	-0.0246003	-0.0272757	-0.0285319	-0.0285677	-0.0146314	0.000182022	0.0158217	0.0322616	0.0332748	0.0349871	0.03733	0.0402293	0.0237928	0.00744082	-0.00896151	-0.0255132	-0.0261095	-0.0264779	-0.0265193	-0.0261928	-0.0233104	-0.0201426	-0.0166972	-0.0129619	-0.00445154	0.00414482	0.0128126	0.021529	0.0308973	0.0405681	0.0504792	0.0605785	0.0461476	0.0313547	0.016216	0.000734381	0.000245929	-0.000408565	-0.00137797	-0.00279493	0.012364	0.0271794	0.0419673	0.0568482	0.0260158	-0.00611045	-0.0396063	-0.0745552	-0.0773979	-0.0808213	-0.0848627	-0.0895534	-0.0839076	-0.0781856	-0.0723762	-0.0664924	-0.049951	-0.0330567	-0.0158438	0.00166778	0.0110209	0.0209798	0.0316571	0.043086	0.0607991	0.0799743	0.100737	0.123239	0.111409	0.0988552	0.0855075	0.0713046	0.0187565	-0.0370157	-0.0962031	-0.158913
NormErr[InRM]	-0.183333	-0.13206	-0.0790854	-0.0244814	0.0317151	0.022431	0.0148424	0.00877652	0.00407834	0.00318738	0.00297137	0.00323191	0.00380393	0.0197579	0.0359496	0.0523661	0.0689863	0.0689102	0.0690926	0.0694633	0.0699633	0.0546555	0.03877	0.0222492	0.00505231	-0.00656516	-0.0171586	-0.0267423	-0.0353443	-0.0301339	-0.0246992	-0.0190312	-0.0131285	-0.0112679	-0.0094895	-0.00782627	-0.00630095	-0.00127356	0.00371385	0.00862495	0.0134255	-0.00520431	-0.0241876	-0.0434811	-0.0630494	-0.0722571	-0.0819235	-0.0921358	-0.102997	-0.0986919	-0.0953173	-0.0925127	-0.0901251	-0.125904	-0.16239	-0.199567	-0.237415	-0.243668	-0.250448	-0.257746	-0.265549	-0.0385612	0.0982078	0.143462	0.0957146	0.117222	0.1392	0.161662	0.184623	0.203001	0.222265	0.242495	0.263782	0.282478	0.302301	0.323366	0.3458	0.306567	0.267167	0.227544	0.187636	0.11003	0.0318923	-0.0469293	-0.126604
NormErr[NDHU]	-0.166667	-0.122782	-0.0830622	-0.0467801	-0.0137041	0.18749	0.390781	0.594565	0.797475	0.672855	0.533928	0.386031	0.233724	0.141589	0.0569994	-0.0215036	-0.0951279	-0.0709848	-0.0486372	-0.0279708	-0.00887622	0.00879472	0.020432	0.0265751	0.0277865	0.0940741	0.162449	0.233436	0.307474	0.138932	-0.0271307	-0.190268	-0.350107	-0.301196	-0.255666	-0.213671	-0.175311	-0.0867195	-0.00245463	0.0776568	0.153791	0.0394116	-0.0676577	-0.168773	-0.265086	-0.287887	-0.313176	-0.340315	-0.370477	-0.391302	-0.408207	-0.421923	-0.433002	-0.413503	-0.392603	-0.370253	-0.346389	-0.222298	-0.096579	0.0315181	0.162723	0.0678138	-0.0308027	-0.131909	-0.234498	-0.140302	-0.0459013	0.0491691	0.145361	0.129246	0.116004	0.105516	0.0976027	0.112167	0.129797	0.150295	0.17351	0.207065	0.243227	0.281897	0.323002	0.497743	0.681847	0.875826	1.08018
NormErr[ODHC]	-0.0638646	-0.152161	-0.19978	-0.232407	-0.262442	-0.287139	-0.309698	-0.331065	-0.351521	-0.337424	-0.324342	-0.312306	-0.301353	-0.316003	-0.330179	-0.343248	-0.355376	-0.384155	-0.412242	-0.439995	-0.467403	-0.468508	-0.470833	-0.473909	-0.477696	-0.488358	-0.497114	-0.505015	-0.51224	-0.502565	-0.494454	-0.487316	-0.48111	-0.447663	-0.414774	-0.382812	-0.351879	-0.353734	-0.356256	-0.359292	-0.36282	-0.387914	-0.411635	-0.434334	-0.456148	-0.402698	-0.353073	-0.307225	-0.272222	-0.240731	-0.20105	-0.157811	-0.112938	-0.062753	-0.013105	0.0500009	0.110488	0.174859	0.232643	0.284594	0.331414	0.338529	0.338995	0.334034	0.32492	0.317594	0.304333	0.28787	0.269607	0.196118	0.136176	0.0849958	0.0410595	0.00320487	-0.0306579	-0.0609589	-0.0880852	-0.0868504	-0.084932	-0.0821107	-0.0784635	-0.00895666	0.0529974	0.109768	0.161953
NormErr[ODRB]	-0.248852	-0.248566	-0.246764	-0.244137	-0.24106	-0.216635	-0.194131	-0.173454	-0.154489	-0.113171	-0.0734908	-0.0352919	0.00157211	0.0112588	0.0198606	0.0275451	0.034435	0.0391071	0.0436935	0.0482114	0.052683	0.0597052	0.0671021	0.0748724	0.0830323	0.104573	0.124828	0.143943	0.162104	0.168751	0.174879	0.180647	0.186118	0.170315	0.155492	0.141457	0.128156	0.111196	0.0952076	0.0802738	0.0663414	0.0724513	0.0784267	0.0842809	0.0900561	0.0895007	0.0908206	0.0938892	0.102745	0.0874743	0.0669613	0.0445703	0.0217248	0.00613204	-0.00881896	-0.0230352	-0.0365178	-0.0376979	-0.0382618	-0.0382879	-0.0378313	-0.0408405	-0.042409	-0.0427832	-0.0421222	-0.0314192	-0.0202744	-0.00873324	0.00314774	-0.00592864	-0.0147155	-0.0236518	-0.0328928	-0.0587207	-0.0855822	-0.113636	-0.142942	-0.158907	-0.17575	-0.193315	-0.211555	-0.207474	-0.203925	-0.200762	-0.197855
NormErr[ODSB]	-0.0362857	-0.0680329	-0.0947198	-0.118228	-0.139485	-0.131134	-0.124499	-0.119438	-0.115777	-0.0815702	-0.0495829	-0.0195354	0.00882265	-0.00729309	-0.0226802	-0.0373924	-0.0514892	-0.0452362	-0.0392514	-0.0334748	-0.0278478	-0.0453572	-0.0616039	-0.0766422	-0.0905163	-0.00438427	0.078445	0.158046	0.2346	0.162333	0.0922413	0.0244642	-0.0410179	-0.0489259	-0.0562375	-0.0630747	-0.0694297	-0.0242257	0.0202863	0.0643936	0.108225	0.0961251	0.0849175	0.0744408	0.0646147	0.0258305	-0.0110107	-0.0460994	-0.0796239	-0.0897261	-0.0983381	-0.105602	-0.111681	-0.0852692																															
NormErr[ODTo]	-0.161925	-0.192939	-0.210552	-0.222461	-0.232892	-0.225952	-0.21926	-0.213067	-0.207396	-0.174396	-0.142843	-0.112661	-0.0837792	-0.0839648	-0.0844695	-0.0849535	-0.0854164	-0.0891201	-0.0925496	-0.0958534	-0.0990276	-0.0962487	-0.0937649	-0.0913644	-0.0890289	-0.0657027	-0.0425953	-0.0200951	0.00184563	-0.00451756	-0.0113909	-0.0183726	-0.0254259	-0.0248859	-0.0242418	-0.0237087	-0.0232855	-0.0276932	-0.0319062	-0.0357928	-0.0393663	-0.0446115	-0.04942	-0.053924	-0.0581499	-0.049752	-0.0412979	-0.0327004	-0.0244549	-0.0283175	-0.030697	-0.0319397	-0.0322336	-0.0209205	-0.00902473	0.00335374	0.0161842	0.0389848	0.0613375	0.0832204	0.104635	0.114059	0.12184	0.127847	0.132123	0.145551	0.154144	0.158909	0.160517	0.120586	0.0848141	0.0516245	0.0209995	-0.0110948	-0.040974	-0.0687777	-0.0946316	-0.0965221	-0.0978418	-0.0983813	-0.0981788	-0.0416089	0.0100099	0.0582981	0.103564
NormErr[RMis]	-0.128606	-0.160998	-0.189741	-0.215293	-0.237942	-0.213656	-0.190546	-0.168363	-0.146874	-0.0970032	-0.0474336	0.00215981	0.0520552	0.0595386	0.0678283	0.0769193	0.0868032	0.0601242	0.0350866	0.0115415	-0.0106491	-0.00704033	-0.00227888	0.00357114	0.0104472	0.0221414	0.0338409	0.0456123	0.0575222	0.0596762	0.0619139	0.0642836	0.0668264	0.0541314	0.0417787	0.0297379	0.0179802	0.0240384	0.0308547	0.0383949	0.046623	0.047136	0.0478884	0.0488478	0.0499852	0.0278496	0.00653218	-0.0141356	-0.0341314	0.00558123	0.0466235	0.0890611	0.132946	0.107244	0.0815629	0.0557674	0.0297216	0.0174864	0.00501112	-0.00781025	-0.0210767	-0.0225883	-0.034041	-0.0559638	-0.0889099	-0.0942145	-0.0997181	-0.105483	-0.111565	-0.106147	-0.0995446	-0.0917493	-0.0827295	-0.081042	-0.0780872	-0.073794	-0.0680789	-0.0345843	0.00110284	0.0392578	0.0801898	0.0713821	0.060041	0.0462017	0.0298761
NormErr[ROUD]	0.0161296	-0.0296894	-0.0701394	-0.106637	-0.139926	-0.0709359	-0.00758456	0.0504304	0.103444	0.201601	0.293481	0.379754	0.461034	0.400373	0.342812	0.288115	0.236063	0.24675	0.256883	0.266555	0.275855	0.236755	0.199967	0.165375	0.132863	0.11246	0.0926119	0.0732985	0.0545342	0.0630917	0.070935	0.0781926	0.0849574	0.0572763	0.0308051	0.00548833	-0.0187013	-0.0188954	-0.0182962	-0.0169011	-0.0147346	-0.0148398	-0.0144374	-0.0135964	-0.0123675	-0.0496833	-0.0851089	-0.118826	-0.151004	-0.109846	-0.0675027	-0.0239585	0.0208061	-0.0184208	-0.0566068	-0.0940162	-0.13088	-0.117191	-0.102881	-0.0880295	-0.0727089	-0.0468868	-0.0203487	0.00687233	0.0347579	0.0431294	0.0517673	0.0605303	0.069304	0.0324392	-0.00472171	-0.0423962	-0.0806764	-0.0741986	-0.0672697	-0.0598677	-0.0519553	-0.0677979	-0.0839481	-0.100367	-0.117046	-0.0427373	0.033204	0.1108	0.190088
NormErr[ROUH]	-0.166667	-0.304512	-0.421949	-0.52297	-0.611942	-0.403939	-0.213175	-0.0383508	0.121536	0.204799	0.294352	0.390098	0.492127	0.29415	0.0880431	-0.116569	-0.313415	-0.154857	-0.00768502	0.129063	0.256093	0.096195	-0.0497355	-0.185195	-0.312601	-0.291155	-0.279125	-0.274006	-0.273754	-0.180475	-0.0957273	-0.0186533	0.0514938	0.0206903	-0.00562439	-0.028709	-0.0494246	0.0213477	0.0867528	0.147264	0.203338	0.297449	0.377549	0.445478	0.503055	0.248148	0.0221658	-0.184733	-0.3484	-0.241193	-0.183241	-0.158771	-0.153754	-0.188433	-0.224497	-0.258939	-0.290434	-0.105966	0.0721037	0.246487	0.419569	0.329813	0.259316	0.203097	0.157694	0.0924007	0.023699	-0.0489179	-0.126776	-0.145013	-0.163069	-0.182179	-0.203935	-0.120297	-0.0242325	0.0855693	0.210719	0.200975	0.174837	0.13048	0.0655171	0.164496	0.261975	0.360682	0.462938
NormErr[TxBp]	0	0	0	0	0	0	0	0	0	0	0	0	0	0.536296	0.461971	0.44624	0.365434	0.416773	0.40639	0.359357	0.279079	0.125651	0.0575068	-0.0227155	-0.0198975	-0.0695159	-0.116612	-0.14926	-0.167271	-0.0973158	-0.0629039	-0.0385483	0.0119841	0.0467388	0.032514	0.055512	0.052967	0.0772631	0.0888482	0.0794216	0.0763673	0.104774	0.0804993	0.0581383	0.0536605	0.0879628	0.0780676	0.0589043	0.018024	0.021018	-0.00302027	-0.00711641	-0.0194414	-0.0046677	-0.0136849	-0.0159169	-0.0119593	0.00885707	0.0017559	0.0100943	0.0330708	0.0233499	0.00403926	-0.0125967	-0.0150744	-0.00152832	-0.0104143	-0.0106601	-0.00379906	-0.00691671	-0.0255763	-0.0490659	-0.0522225	-0.0390251	-0.0415671	-0.0617508	-0.0544756	-0.027854	-0.0319487	-0.017709	-0.00256386	0.0122593	0.0193172	0.0214372	0.0192051
NormErr[TxMt]	-0.308108	-0.0836426	0.00482738	0.0058668	0.00577473	0.0109597	0.0106224	0.010254	0.0099092	0.00958685	0.00928482	0.00900124	0.00873447	0.000581408	0.000491534	0.000488911	0.000488064	0.00443698	0.00441368	0.00434941	0.00428617	-0.00150782	-0.00158005	-0.00158989	-0.00159854	0.00694202	0.00687249	0.00671768	0.006568	0.00117714	0.00111406	0.00110869	0.00110451	0.00150079	0.00149755	0.00149007	0.00148257	0.00408137	0.00405381	0.00399937	0.00394583	0.00423678	0.00418047	0.00412207	0.00406521	0.00169101	0.00165578	0.00164601	0.00163685	0.00126899	0.0012596	0.00125415	0.00124883	0.00431358	0.0042845	0.00422378	0.00416413	0.0029527	0.00291083	0.00288214	0.00285426	0.00282803	0.00280132	0.00277506	0.00274928	-0.00230576	-0.0023805	-0.00240102	-0.00242074	0.00772528	0.00763559	0.00744569	0.00726307	0.00251421	0.00244219	0.00242122	0.00240161	0.00238155	0.00236253	0.00234385	0.00232546	-0.0180343	-0.0194634	-0.0208459	-0.0224333
NormErr[TxVi]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.595862	0.254632	0.157829	0.113969	0.177644	0.128816	0.0983476	0.079323	0.0823727	0.0697177	0.0596629	0.0520797	0.0533285	0.0477281	0.0427896	0.0387434	0.0400322	0.0368325	0.0338232	0.0312443	0.0555311	0.0508504	0.0453945	0.0408773	0.069639	0.0618234	0.0539014	0.0476471	0.0374194	0.0338604	0.0312383	0.0290218	0.0149738	0.0134016	0.0128825	0.0124811	0.00585932	0.00523303	0.00511693	0.00504915	-0.00929634	-0.0108214	-0.0112414	-0.0115717
SimVar[HUD]	589879	618870	639756	656076	670692	683443	694637	704706	713885	722613	731439	740479	749839	759885	769702	779165	788365	797187	806106	815272	824706	835148	846738	859319	872935	885975	897850	909162	920082	931647	943984	956841	970230	984074	998765	1014430	1031130	1048820	1067450	1087040	1107630	1128610	1149320	1169980	1190670	1212840	1238180	1266500	1309230	1370710	1416430	1454730	1489290	1521660	1553030	1583950	1614650	1645260	1675740	1705990	1735920	1766250	1798410	1832080	1866840	1902380	1936980	1970200	2001880	2029290	2053150	2074220	2092400	2107970	2121010	2131500	2139580	2145550	2149310	2151000	2150800	2151560	2151920	2151100	2149240
SimVar[InHD]	119578	119620	119352	118998	118627	118244	117875	117527	117203	116802	116448	116130	115839	115665	115464	115242	115004	114758	114527	114311	114108	113928	113764	113608	113456	113282	113089	112890	112690	112509	112316	112110	111889	111669	111480	111316	111173	111035	110889	110732	110563	110378	110174	109955	109725	109470	109224	108974	108719	108409	108013	107585	107149	106708	106255	105795	105331	104847	104333	103794	103235	102642	101985	101272	100509	99677	98714.9	97650.8	96511.1	95279.1	93976.5	92636.5	91281	89974.5	88763.8	87637.3	86585.9	85611.7	84713.5	83882.2	83110.9	82384.8	81668.4	80958.3	80256.4
SimVar[InHO]	43036.8	45791.3	47711.6	49276	50767.9	52194.9	53708.6	55337.7	57091.6	58137.1	59422.3	60921.4	62616.8	65380.8	68078.7	70684.2	73202.1	75627.3	78155.4	80799	83554.6	86580.8	89940.5	93599	97550.1	101434	105084	108580	111933	115618	119513	123552	127729	132009	136648	141692	147146	152968	158933	164994	171137	177237	183072	188675	194051	198664	203596	208742	214357	220623	225649	229727	233020	235549	237210	238079	238209	237389	235758	233408	230424	226870	222786	218250	213315	208091	201762	194565	186759	177579	167646	157489	147356	137854	129043	120864	113256	106306	99937.4	94052.3	88595.5	83583.1	78924.4	74533.8	70391.6
SimVar[InHR]	85715.5	90940.4	94630	97584.6	100262	102178	104111	106098	108140	109932	111973	114225	116667	119063	121139	122866	124264	126082	127895	129722	131556	134462	137743	141346	145267	146758	147866	148699	149287	150920	152675	154485	156341	158842	161698	164924	168517	172036	175546	179032	182488	184595	186362	187826	189011	192281	195856	199663	225980	223519	221227	219037	216880	214757	212325	209589	206545	203044	199107	194789	190149	187100	183739	180101	176225	171320	165575	159174	152323	144570	136198	127579	118924	110695	102981	95734.8	88919.9	82461.8	76543.6	71091	66049.3	61187.3	56748.3	52647.7	48855.5
SimVar[InHT]	248330	256352	261694	265859	269657	272617	275695	278962	282435	284871	287843	291276	295123	300108	304682	308792	312470	316467	320578	324832	329219	334970	341447	348553	356273	361474	366038	370168	373910	379047	384504	390147	395960	402519	409826	417933	426835	436039	445368	454758	464188	472211	479609	486457	492787	500416	508676	517380	549056	552552	554890	556348	557049	557014	555790	553462	550084	545280	539199	531991	523807	516611	508510	499624	490050	479088	466052	451389	435593	417427	397820	377704	357561	338523	320788	304236	288762	274380	261194	249025	237756	227155	217341	208140	199503
SimVar[InRD]	1879840	1907680	1931110	1949630	1962920	1996590	2026860	2053600	2076760	2069740	2059160	2045530	2029320	2029940	2028760	2025960	2021680	2012710	2002400	1990920	1978430	1962670	1946240	1929370	1912220	1905100	1897530	1889320	1880390	1875720	1870520	1864830	1858630	1849150	1839660	1830210	1820830	1805110	1789150	1773080	1757000	1744680	1732630	1720810	1709230	1683510	1658050	1633070	1608760	1583000	1558510	1534760	1511540	1486360	1461520	1437070	1413070	1391170	1370010	1349600	1329950	1308840	1287870	1267050	1246390	1226560	1206970	1187670	1168680	1140410	1112000	1083380	1054590	1023830	992725	961321	929639	902480	875312	848136	820939	800611	780676	761156	741994
SimVar[InRM]	351476	354608	356729	358021	358621	359397	359586	359234	358389	355917	353203	350322	347334	346910	346420	345872	345274	344104	342850	341537	340183	336963	333834	330812	327912	330310	332417	334224	335724	334076	332368	330601	328776	329297	329844	330427	331054	329538	328050	326602	325203	324495	323877	323340	322875	321018	319282	317701	316312	314468	312963	311664	310516	308569	306715	304955	303290	300134	297135	294287	291581	290166	288673	287102	285458	280390	275401	270487	265648	257646	249703	241819	233991	227655	221309	214951	208580	206370	204050	201618	199071	197526	195850	194038	192087
SimVar[InRT]	2231316	2262288	2287839	2307651	2321541	2355987	2386446	2412834	2435149	2425657	2412363	2395852	2376654	2376850	2375180	2371832	2366954	2356814	2345250	2332457	2318613	2299633	2280074	2260182	2240132	2235410	2229947	2223544	2216114	2209796	2202888	2195431	2187406	2178447	2169504	2160637	2151884	2134648	2117200	2099682	2082203	2069175	2056507	2044150	2032105	2004528	1977332	1950771	1925072	1897468	1871473	1846424	1822056	1794929	1768235	1742025	1716360	1691304	1667145	1643887	1621531	1599006	1576543	1554152	1531848	1506950	1482371	1458157	1434328	1398056	1361703	1325199	1288581	1251485	1214034	1176272	1138219	1108850	1079362	1049754	1020010	998137	976526	955194	934081
SimVar[NDHU]	428255	410794	396790	385334	375937	368332	362384	357842	354502	353083	354714	358978	365563	372927	378861	383427	386693	389428	392765	396633	400975	406470	414210	424032	435820	447953	457876	465708	471585	476480	481844	487649	493863	500851	509227	518960	530032	542040	554318	566860	579657	591957	602536	611450	618762	626194	636413	649231	666332	687197	704839	719529	731515	741014	748173	753118	755969	756943	756284	754043	750287	746493	744797	744848	746354	748480	750025	750812	750732	749365	746034	740772	733685	724811	714224	702207	689011	674901	660167	645001	629563	613954	598257	582575	566989
SimVar[ODHC]	3066.61	3311.64	3429.96	3493.64	3550.47	3594.78	3630.99	3663.1	3692.15	3721.34	3754.94	3793.04	3835.76	3891.04	3945.94	3996.47	4043.14	4082.21	4120.26	4159.65	4200.41	4253.19	4316.13	4385.87	4462.5	4522.45	4567.58	4606.33	4639.91	4767.89	4906.12	5049.56	5198.37	5216.83	5238.17	5265.13	5297.84	5383.3	5474.91	5571.72	5673.82	5775.41	5871.95	5965.81	6057.64	6151.95	6267.61	6401.49	6615.9	6877.15	7044.62	7165.85	7261.83	7473.12	7678.06	7880.67	8081.99	8480.99	8887.14	9299.86	9718.46	10610.6	11551.3	12542.6	13584.3	15454.9	17425.6	19485	21627.9	24389.6	27186.3	30050.3	32967.1	34539.8	36087.4	37604.4	39086.8	40254.4	41387.8	42474.8	43516.6	45344.2	47267.5	49204.7	51153.5
SimVar[ODRB]	5455.81	5642.45	5817.2	5984.59	6147.16	6312.58	6483.41	6659.66	6841.12	7018.13	7192.08	7363.03	7530.98	7713.82	7901.6	8093.45	8288.81	8482.73	8675.62	8867.4	9057.94	9233.75	9403.94	9568.46	9727.13	9917.33	10111.8	10309.7	10509.6	10693	10879.2	11066.8	11255.3	11457.5	11655.4	11850.2	12042	12216.1	12384.7	12546	12699.9	12852.8	13005.7	13158.4	13310.4	13441.1	13548.6	13634	13646.9	13564	13544.9	13549.4	13560.2	13559.6	13550.1	13530.3	13499.5	13443.8	13379.5	13307.6	13229	13147	13044.8	12926.1	12793.4	12620.6	12445.9	12270.2	12094.5	11880.7	11659.5	11436.1	11212	10996.1	10780.1	10565.2	10351.4	10179.9	10012.4	9846.75	9682.01	9530.46	9386.75	9248.78	9114.8
SimVar[ODRT]	6554.25	6788.9	7008.35	7218.69	7423.21	7630.62	7845.3	8067.25	8296.18	8521.82	8744.52	8964.21	9180.76	9412.22	9648.91	9889.98	10134.9	10378.54	10621.04	10862.25	11101.95	11326.31	11543.99	11754.81	11958.45	12192.25	12430.46	12672.43	12916.66	13145.49	13378.17	13612.85	13848.88	14097.79	14341.49	14581.42	14817.58	15035.63	15246.23	15447.12	15638.19	15825.7	16011.51	16195.74	16378.02	16536.89	16668.64	16774.39	16803.81	16733.2	16721.4	16728.55	16737.79	16731.54	16712.51	16679.75	16633.02	16558.8	16474.29	16381	16280.15	16174.37	16047.18	15902.76	15743.8	15543.71	15341.49	15138.47	14935.95	14692.88	14440.68	14185.84	13930.06	13680.72	13430.56	13180.98	12931.9	12725.86	12524.03	12323.82	12124.17	11937.97	11761.09	11591.24	11426.42
SimVar[ODSB]	1098.44	1146.45	1191.15	1234.1	1276.05	1318.04	1361.89	1407.59	1455.06	1503.69	1552.44	1601.18	1649.78	1698.4	1747.31	1796.53	1846.09	1895.81	1945.42	1994.85	2044.01	2092.56	2140.05	2186.35	2231.32	2274.92	2318.66	2362.73	2407.06	2452.49	2498.97	2546.05	2593.58	2640.29	2686.09	2731.22	2775.58	2819.53	2861.53	2901.12	2938.29	2972.9	3005.81	3037.34	3067.62	3095.79	3120.04	3140.39	3156.91	3169.2	3176.5	3179.15	3177.59	3171.94	3162.41	3149.45	3133.52	3115	3094.79	3073.4	3051.15	3027.37	3002.38	2976.66	2950.4	2923.11	2895.59	2868.27	2841.45	2812.18	2781.18	2749.74	2718.06	2684.62	2650.46	2615.78	2580.5	2545.96	2511.63	2477.07	2442.16	2407.51	2374.34	2342.46	2311.62
SimVar[ODTo]	9620.86	10100.5	10438.3	10712.3	10973.7	11225.4	11476.3	11730.3	11988.3	12243.2	12499.5	12757.2	13016.5	13303.3	13594.9	13886.5	14178	14460.7	14741.3	15021.9	15302.4	15579.5	15860.1	16140.7	16420.9	16714.7	16998	17278.7	17556.6	17913.4	18284.3	18662.4	19047.3	19314.7	19579.6	19846.5	20115.4	20419	20721.1	21018.8	21312	21601.2	21883.5	22161.5	22435.6	22688.8	22936.2	23175.9	23419.7	23610.3	23766	23894.4	23999.6	24204.6	24390.6	24560.4	24715	25039.8	25361.4	25680.8	25998.6	26784.9	27598.4	28445.4	29328.1	30998.6	32767.1	34623.5	36563.9	39082.4	41626.9	44236.1	46897.2	48220.5	49517.9	50785.4	52018.6	52980.3	53911.8	54798.7	55640.7	57282.2	59028.6	60796	62580
SimVar[RMis]	6415170	6661790	6897000	7120450	7330910	7532670	7733560	7932130	8126990	8312700	8481640	8633670	8768850	8890440	9003520	9108070	9204160	9291040	9367540	9433880	9490380	9536480	9571180	9595140	9609040	9617030	9624780	9631700	9637200	9641400	9644830	9647050	9647690	9645940	9640980	9632980	9622110	9606860	9584730	9556230	9521870	9483230	9442470	9399910	9355840	9307110	9248710	9181730	9105550	9020290	8930160	8835490	8736750	8633640	8525460	8412930	8296770	8178170	8058610	7938800	7819420	7700260	7580550	7460690	7340980	7221460	7102100	6983310	6865420	6745290	6617880	6483790	6343510	6196590	6041890	5879670	5710220	5536440	5362540	5188260	5013410	4841560	4678020	4521710	4371730
SimVar[ROUD]	758188	790657	821573	851517	880714	909930	940420	972164	1005120	1038860	1072690	1106510	1140230	1173970	1207970	1242250	1276830	1311610	1346390	1381110	1415730	1450040	1483730	1516690	1548810	1580420	1612400	1644730	1677380	1710550	1744350	1778620	1813260	1847870	1882130	1915990	1949350	1981880	2012800	2042020	2069540	2095500	2120380	2144290	2167300	2188760	2207410	2223240	2236260	2245980	2251970	2254670	2254430	2251430	2245700	2237560	2227320	2215380	2202280	2188290	2173650	2158320	2142230	2125550	2108390	2090820	2073010	2055250	2037760	2019890	2001300	1982330	1963090	1943410	1923070	1902080	1880400	1858320	1836100	1813620	1790830	1768030	1745750	1723950	1702570
SimVar[ROUH]	44533.7	47902.6	51068.2	53925.9	56508.6	58956.3	61455.2	64022.8	66676.8	69117.4	70896.3	72122.2	72881.9	73761.1	75518.1	77964.1	80958.3	84221.1	87445.1	90665.6	93911.3	97000.7	99658.5	101954	103932	106296	109938	114541	119878	125608	131395	137255	143199	149042	154547	159819	164935	170072	175405	180901	186532	192738	200120	208430	217482	225974	232067	235962	226417	199874	190752	190115	193872	199838	206705	213773	220610	226905	232425	237072	240799	242530	240771	235970	228543	219533	210074	200075	189553	178499	166926	155043	143065	131269	119974	109303	99317	90188.6	82040	74705.3	68062.9	62271	57454.8	53281.1	49551.5
SimVar[ROUT]	802721.7	838559.6	872641.2	905442.9	937222.6	968886.3	1001875.2	1036186.8	1071796.8	1107977.4	1143586.3	1178632.2	1213111.9	1247731.1	1283488.1	1320214.1	1357788.3	1395831.1	1433835.1	1471775.6	1509641.3	1547040.7	1583388.5	1618644	1652742	1686716	1722338	1759271	1797258	1836158	1875745	1915875	1956459	1996912	2036677	2075809	2114285	2151952	2188205	2222921	2256072	2288238	2320500	2352720	2384782	2414734	2439477	2459202	2462677	2445854	2442722	2444785	2448302	2451268	2452405	2451333	2447930	2442285	2434705	2425362	2414449	2400850	2383001	2361520	2336933	2310353	2283084	2255325	2227313	2198389	2168226	2137373	2106155	2074679	2043044	2011383	1979717	1948508.6	1918140	1888325.3	1858892.9	1830301	1803204.8	1777231.1	1752121.5
SimVar[TxBp]	0	0	0	0	0	0	0	0	0	0	0	0	0	744.989	2180.24	4079.09	6457.52	8964.38	11709.9	14838.2	18353.1	23124.5	28821.4	35077.8	41868.3	50229.2	59660.4	69680.5	80241.3	89915.7	99340	109084	119135	132026	146399	161096	176044	187685	197844	208049	218322	229902	242117	254402	266726	278933	291083	303221	315333	327282	339125	350905	362613	373218	383275	393229	403088	413967	425237	436392	447415	460011	473173	486122	498835	511308	523537	535521	547256	567198	589496	610249	629498	651729	673375	692572	709612	722293	732962	742965	752379	766077	779422	790463	799711
SimVar[TxMt]	229882	177239	164979	168150	171507	177181	183795	190421	197046	203671	210297	216922	223547	225745	226140	226517	226892	229474	232954	236443	239933	240042	238776	237495	236214	239900	245606	251335	257064	259430	260428	261411	262394	263635	264981	266327	267674	270743	274511	278288	282064	286081	290197	294313	298430	300834	302541	304240	305939	307369	308690	310010	311329	315007	319644	324291	328938	332643	335964	339281	342598	345915	349231	352548	355865	354811	351981	349131	346281	352079	361396	370751	380106	385109	388339	391550	394760	397971	401181	404392	407602	391353	367187	342935	318680
SimVar[TxVi]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.1091	173.266	281.629	390.29	604.562	876.268	1152.94	1430.08	1760.21	2119.15	2480.58	2842.25	3246.02	3672.69	4101.34	4530.17	5000.41	5493.15	5987.85	6482.72	7319.83	8343.1	9382.48	10423.4	12171.7	14304.9	16471.4	18640.9	20614.6	22481.6	24339.4	26196.3	27467.8	28420.7	29346.1	30268.8	30860.9	31273.2	31670	32065.3	31694.3	30906.6	30082.8	29255.6
