ADF effect strength initiating heroin with Rx OUD	Base survival probability H OD relative to Rx	Base survival probability Rx OD	Developing HUD rate no Rx OUD 	Developing HUD rate with Rx OUD 	Developing Rx OUD rate 	Fentanyl effect on base survival max relative to H	Fentanyl effect on OD rate H max	Fraction Nx kits to H users 	Heroin availability strength developing HUD	Heroin availability strength initiating NDHU no Rx	Heroin availability strength net quit NDHU	Initial stock correction[RXM]	Initial stock correction[NDH]	Initial stock correction[OUB]	Initial stock correction[OUM]	Initial stock correction[OUV]	Initial stock correction[OUT]	Initial stock correction[OUR]	Initial stock correction[OUS]	Initial stock correction[OHB]	Initial stock correction[OHM]	Initial stock correction[OHV]	Initial stock correction[OHT]	Initial stock correction[OHR]	Initial stock correction[OHS]	Initial stock correction[HUB]	Initial stock correction[HUM]	Initial stock correction[HUV]	Initial stock correction[HUT]	Initial stock correction[HUR]	Initial stock correction[HUS]	Initiating heroin no Rx base 	Initiating Rx misuse diverted base 	Initiation rate heroin with Rx misuse 	Initiation rate heroin with Rx OUD relative to Rx misuse	Initiation rate Rx misuse own Rx 	Net quit rate heroin with Rx misuse 	Net quit rate heroin with Rx OUD 	Net quit rate NDHU 	Net quit rate Rx misuse	NSDUH misuse redefinition fixed effect	Nx kit distribution efficiency	Overdose rate base HUD	Overdose rate NDHU relative to HUD	Overdose rate base Rx misuse	Overdose rate base Rx OUD	Overdose rate synth baseline	Perceived risk strength initiating heroin with Rx use	Perceived risk strength initiating NDHU no Rx	Perceived risk strength initiating Rx misuse diverted	Perceived risk strength initiating Rx misuse own Rx	Perceived risk strength net quit heroin with Rx OUD	Perceived risk strength net quit NDHU	Perceived risk strength net quit NDHU with Rx	Perceived risk strength net quit Rx misuse	Relapse rate HUD	Relapse rate Rx OUD relative to HUD	Remission rate Rx OUD relative to HUD	Rx availability strength developing Rx OUD	Rx availability strength initiating Rx misuse	Rx availability strength net quit Rx misuse	Rx vs H availability strength developing HUD with Rx OUD	Rx vs H availability strength initiating heroin with Rx OUD	Rx vs H availability strength initiating NDHU with Rx	Social influence strength developing HUD	Social influence strength developing Rx OUD	Social influence strength initiating heroin with Rx OUD	Social influence strength initiating NDHU no Rx	Social influence strength initiating NDHU with Rx	Social influence strength initiating Rx misuse	Time to stabilize remission	Tx seeking rate Rx OUD no H total
0.27932458	0.99233476	0.96804019	0.060399483	0.66812621	0.026491059	0.76305544	2.0243134	0.89919797	0.0088536998	0.21495473	1.3362813999999998	1.2	1.1764518	1.0500696000000005	1.2	0.95511861	1.0038795	0.80357475	0.85896108	0.86081121	0.99744035	1.2	1.1537335	0.82784004	1.1654166	0.98298609	1.1986487	1.2	0.8	1.1058141	1.2	119537.53	1800000.0	0.0134785	4.533189299999999	0.035060357	0.082668783	0.089320796	0.49876352	0.17440831	0.48795921	0.00034957818	0.18480874	0.28177098	0.0013316541	0.20666358	0.0079947424	1.0753157	0.33521551	0.44866022	0.76229323	0.24130878	0.0022938372	0.00071294789	0.37100192	0.6012194000000001	0.18662422	1.1385004	1.2968079	0.15757993	0.82818659	0.64303627	0.020498929	0.46056107	1e-06	0.074327383	1.9622059	0.065184998	1.8921833	1.1072871000000002	9.6605066	0.8300799999999999
0.33604236	0.98496037	0.97350049	0.059629734	0.55200567	0.028659943	0.72934607	2.0	0.93842294	0.024244925	0.010865523	1.2838448	1.09354	1.1840754999999998	1.036448	0.81606653	0.91733227	1.0427488	0.8	0.82142361	1.1368992	1.0019533	0.8111792	1.0350728	0.8805620000000001	0.84064719	0.83306208	1.1790962	0.96545167	0.81507458	1.1702331	1.1794223	123083.37	1955521.4	0.012114441	4.959828400000001	0.035031627	0.057656300999999986	0.13575494	0.49236017	0.13792366	0.47568676	0.00033672296000000003	0.17103078	0.25131582	0.0015781095999999998	0.25317506	0.0072668048	0.86760922	0.33169439	0.64838579	0.60972991	0.28234757	0.0048896812	0.0075413893	0.65604957	0.58940114	0.144964	1.0799371000000002	1.2752089	0.52616895	1.1296485	1.0597678	1e-06	0.14721315	0.0010290489	0.014164317	1.7940843	0.19244676	1.8550853	0.54847953	9.7814919	0.7687158000000001
1e-06	0.98819671	0.97424559	0.05	0.54555968	0.02868696	0.79346517	2.0	0.93092983	1e-06	0.068715697	1.4416611	1.1863643	1.1987095	0.89483524	0.88210861	1.0940657	0.96414829	0.82045257	0.80004149	0.91812514	1.1253257	0.83176742	1.1094779	0.86450981	0.84765223	1.115522	1.2	0.84713869	0.8	1.2	1.1936114	123683.71	1800000.0	0.012354922	4.8321827000000015	0.03294555	0.10137586	0.042503121	0.48666734	0.14044614	0.44665318	0.00035736219	0.19885333	0.25171082	0.0016629299	0.26038517	0.0096323023	0.93620482	0.33340833	0.49353216	0.53728551	0.44355618	0.012833805	0.0012701198	0.57372115	0.58385049	0.17349889	1.1377133999999998	1.4082195	0.4093191	1.1334643	1.3330863000000002	0.0025781342	0.13192739	0.038566556	0.0068105835	1.8719342	0.059926022	1.9157364	0.83160508	9.7391453	0.89109695
0.065936274	0.96493591	0.97403197	0.053848935	0.38447326	0.038567144	0.65306255	2.0118783	0.95	0.026385448	0.044401927	1.7053879	0.86293405	1.1735344	1.1869127	1.1470963	1.1256742	0.81791421	0.83894555	0.80818625	1.0037631	0.92485826	1.0859712	0.99667278	0.85478216	0.92307255	1.0637903999999998	1.2	1.0459061	0.80358317	1.0348815999999998	1.2	118982.89	2157462.7	0.013097075	4.7574429	0.04177911	0.12488167	0.092698451	0.48156414	0.095881527	0.45089357	0.0003265025	0.12234684	0.27407203	0.0030606645	0.24958378	0.0056084935	0.78214839	0.19121501	0.58707384	0.62034574	0.006797628399999999	0.0099068058	0.00054604122	0.63698165	0.59263607	0.43232994	1.8091708	1.897918	0.71410607	1.3500892	1.3793891	1e-06	0.21553804	0.014947076	0.0066842778	1.5693799	0.0025214402	1.5071629	0.40088277	8.7755251	0.41217767
0.046651977	0.98988919	0.9716305	0.05190512	0.48272376	0.030868325	0.79213896	2.0219129	0.90899362	0.011376753	0.019232444	1.5410444	1.0699012	1.161917	1.1436329	1.1384296	1.0076614	0.9912191	0.80898374	0.81484684	1.0549988	1.0102659	0.83599369	0.80309487	0.87791218	0.81951661	0.89661689	1.1733326000000002	1.1061981	0.81721908	1.1793468	1.1696781	119388.32	1870422.1	0.012221194	4.7336277	0.038013797	0.13318978	0.064499917	0.4559329000000001	0.13036629	0.4990245	0.00033977469	0.19789486	0.25103718	0.0016293906	0.23796906	0.0094206575	0.81244401	0.35838201	0.5190816	0.80468478	0.39979525	0.015486814	1e-06	0.73781663	0.64209808	0.11384555	1.044182	1.188379	0.37895722	1.3644635	1.3974159	0.0071017311	0.13481703	0.037715013	0.044822235	1.7318407	0.27639968	1.7427986	0.6493566999999999	9.1867294	0.47517167
0.34520117	0.97245468	0.97857974	0.054514075	0.61438856	0.026816248	0.69098225	2.0015611	0.94953696	0.08440362300000001	0.029068584	1.0359154000000002	1.1699203	1.1736518	0.86151599	0.84507088	0.8	0.97537902	0.83381921	0.80311698	0.84378216	0.91462067	0.8	0.98606684	1.0471466	0.93019026	0.89183695	1.1677065	0.82107519	0.80641886	1.1666553	1.1688954	120508.51	1846188.0	0.012834473999999998	4.2321478	0.03484821	0.029767037000000007	0.12645498	0.49832873	0.14219441	0.4633532	0.00036083803	0.14419186	0.32776905	0.0030551829	0.31896692	0.006397468199999999	0.8424145000000001	0.29279340000000004	0.51809562	0.68927613	0.088162025	0.0012773686	0.079485979	0.63974749	0.5542161999999999	0.23416125	1.2644030000000002	1.2169958	0.33471118	1.1096253	0.73992371	0.035199886	0.27595498	0.075050831	0.090734598	1.9060939	0.17333501	1.6769205000000005	0.84369624	10.391135	0.5727313
0.15502006	0.99055505	0.96913143	0.051779574	0.45311324	0.025939613	0.79201823	2.0123413	0.90939124	0.18950241	1e-06	1.6225476	1.2	1.1998216999999998	1.1126072	0.93817807	1.1279333	0.95591718	0.82969648	0.80388027	0.94391934	1.1841098	0.81490763	0.99756936	0.85906338	1.0393645	1.1241906000000002	1.1867	1.1047538	0.80219342	1.1857691	1.1958278	122976.45	1851971.9	0.012774549	4.4903746	0.035165696	0.12690978	0.08138632700000001	0.4726107	0.15953710000000002	0.45163381	0.00035381485	0.19817162	0.25248523	0.0036655265	0.21636701	0.0091281477	0.82602932	0.32238598	0.41636826	0.54430731	0.1371625	0.0069472511	0.0055831928	0.67924076	0.57447136	0.13198099	1.021139	1.5963812	0.15497822	1.4982869	1.6724037	0.0047156602	0.028481307	0.051794898	0.032715119	1.8534154	0.1322088	1.8236683	0.80609731	9.2983694	0.38472386
0.08837235800000001	0.97508332	0.97870001	0.058170299	0.56200804	0.027043435	0.71758085	2.0	0.95	1e-06	0.022547507	1.6144197	1.1927992	1.1957725	1.2	1.1151347	1.0260158	0.98610538	0.8920235999999999	0.85792468	0.8	0.98908594	1.0845703000000002	0.96922392	0.8702556999999999	1.1001365	0.81711601	1.1829253999999998	1.1620567	0.81386115	1.1564856	1.1844469	119543.38	1819598.5	0.013704382	4.0227955	0.036901284	0.10136232	0.12391693	0.49433185	0.15512648	0.48129196	0.00033788981	0.16012603	0.2802664	0.0011862772	0.30750147	0.0069386174	0.94465043	0.25879591	0.47143176	0.88950175	0.24302691	0.0044174222	1e-06	0.49404899	0.54669089	0.20655658	1.1537764	1.34033	0.093323327	1.2855798	1.0307366	1e-06	0.29404691	0.019433964	0.037632898	1.9790542	0.10999833	1.6840968999999997	0.999486	10.616062	0.51766545
0.60656	0.98672914	0.97468683	0.058093511	0.57588618	0.026150026	0.78544043	2.1304314	0.93750508	0.23233722	0.022341059	1.8497309	1.1717062	1.1953018	1.0004657	0.99225076	1.0593806	1.0633303	0.86138368	0.81894172	1.1041598	1.1389709	0.93826252	0.90111191	0.83264399	1.1769498	0.8	1.1194540000000002	1.1009969	0.85613338	1.1155669	1.1936826	124753.17	1995034.6	0.01380987	4.3264706	0.034166492	0.12976111	0.15214075	0.44980424	0.18043323	0.4409647	0.00035075254000000003	0.19273664	0.25812593	0.001	0.26985999	0.0089641118	0.9765257	0.35688675	0.68447244	0.62895075	0.17847808	0.011963055	0.11032219	0.38342753	0.60858101	0.12430489	1.0771287	1.2089729	0.6192003	1.061037	0.78980895	0.0059346131000000005	0.24137373	0.028913333	0.092636548	1.9830308	0.16807208	1.6388595	0.64101024	10.259561	0.61713705
0.061721242	0.99189885	0.96965563	0.051948421	0.58818819	0.02967284	0.77717564	2.0206374	0.91883593	0.04319525	0.057046402	1.3303506	1.19275	1.1749905	0.9697422	0.84146625	1.1822325	0.96833613	0.80235259	0.81295972	0.8	0.85574497	0.86979648	1.0123348	0.8	0.88840723	0.89129499	1.1944374	0.83865738	0.80586988	1.1669982	1.2	120012.91	1800000.0	0.013403299999999998	4.5333194	0.036498302	0.065447429	0.11493341	0.49518383	0.16328484	0.46324083	0.00035848752	0.19651065	0.25021744	0.0016509062	0.21395623	0.0088412354	1.0727156	0.31233372	0.44466161	0.65128834	1e-06	0.01554137	0.0034905899	0.4374550999999999	0.56722369	0.23741935	1.288294	1.1772589	1e-06	1.1473698	1.0088884	0.036831466	0.3203559	0.0076646879000000015	0.006416076	1.9632146	0.13278714	1.8089648	1.1363751	9.562134599999998	0.65005313
0.055600313	0.98944331	0.97331603	0.05	0.57286678	0.027125815	0.78203551	2.0487459	0.92519816	0.044469397	0.0092088096	1.3153636999999998	1.1897402	1.2	1.1227758999999995	0.85626212	1.2	0.95679654	0.80757608	0.8001291	0.8960865	1.1803753	0.91930796	1.151816	0.8	0.92942248	1.0827266000000002	1.2	0.93383037	0.83342893	1.0437621	1.1986282	122424.36	1800000.0	0.013948011	4.3681818	0.037517995	0.091120342	0.06526138299999999	0.49764567	0.15784163	0.44940141	0.00033291541	0.2	0.25924658	0.0023956094	0.2499968	0.00900014	1.0431754999999998	0.41162763	0.44147783	0.71135905	0.40462545	1e-06	0.012668618	0.46939757	0.5323179	0.18312631	1.0808329	1.5240738	0.20644102	0.92262884	1.1355444	0.050984164000000005	0.31143648	0.019000153	0.010055901	1.9998216	0.32842121	1.7841843000000002	0.93067868	9.1645891	0.42173506
0.50694649	0.98346115	0.97496741	0.05	0.59603772	0.031198627000000007	0.74375446	2.0410575	0.93767769	0.086924481	0.031800197999999995	1.198833	1.0840435	1.1915393	1.0704067	1.0080667	0.92072845	0.96655917	0.80849043	0.84554159	1.1307098999999998	0.8423648000000001	1.0095789000000002	0.97835739	0.91383838	0.94923317	0.97777453	1.1810366	0.9784907	0.82767514	1.0585081	1.1899191999999998	116283.17	1928706.5	0.012928066	4.7069964	0.030912289	0.064322004	0.11849655	0.49564736	0.12259519	0.42617081	0.00034797781000000004	0.17743101	0.29796282	0.0010500724	0.27081841	0.0073867448	0.98518679	0.22948756	0.58319131	0.42456791	0.10235374	1e-06	0.049975579000000006	0.63667717	0.56718769	0.13087173	1.0264744	1.214105	0.47166484	0.96474898	0.89302588	1e-06	0.1316453	0.010783668	0.00060732547	1.9406953	0.08823278	1.9326804	0.57171004	9.6604019	0.56930549
0.2425624	0.97488575	0.97569032	0.056416826	0.56853622	0.026308643	0.70472341	2.0	0.94772074	0.024954325	0.032462646	1.7229703999999997	1.1564152	1.2	1.2	0.90273439	0.91937973	1.0734792	0.87118737	0.80390611	0.95344875	1.1052791000000002	1.0705268	1.1852999	0.80593497	1.1550922	1.0228319	1.2	0.8444075000000001	0.8	1.1504682	1.1735527	115352.75	1932304.0	0.012688787	5.0	0.030677592000000007	0.14395806	0.10812688	0.4437492	0.13915039999999998	0.48678869	0.00034303959000000003	0.14871216	0.25	0.0011272444	0.28060578	0.0064793638	0.85401843	0.31979106	0.58254961	0.50679994	0.30443766	0.014305215	0.022570052	0.72064348	0.58170089	0.39223506	1.6231087	1.6190842	0.61736056	1.0236573	1.2039675	0.0042312011	0.11561838	0.017420202	1e-06	1.7038185	0.20288339	1.8693195	0.46369747	9.2926476	0.4411069
0.06995464900000001	0.98697922	0.97411509	0.052988441	0.50128139	0.028202878	0.77996574	2.0	0.92399928	0.059067329	0.020167316	1.762998	1.0932491000000002	1.1728341999999998	0.9408627	0.96049425	1.0129097	0.97172571	0.83543659	0.84077115	1.0389242	1.0849886999999998	0.87303398	1.0057097	0.91511852	1.0693503	1.1330131	1.1888784	0.84637443	0.80072558	1.1534696000000002	1.1793559999999998	123385.39	2012891.9	0.013379507	4.3259317	0.035629355	0.12571783	0.12869308	0.48525179	0.15984419	0.42633584	0.00033910518	0.19428218	0.25063018	0.0023942482	0.25822973	0.0085857706	0.97717415	0.25071325	0.61588893	0.59079628	0.091265097	0.015227616	0.060060672	0.4100065	0.63934597	0.19397955	1.2446975	1.5438902	0.40176784	1.1072728	1.2673311	0.03902584	0.17126812	0.053670444000000005	0.036226124	1.9352972	0.045040908	1.8228661	0.59622672	9.7164485	0.63823847
0.08645758699999999	0.98521617	0.97234494	0.055523236	0.51287348	0.030158537000000006	0.75094073	2.0134428	0.92865728	0.14418875	0.00090954408	1.4536533	1.0939758	1.2	0.92323224	0.82431959	1.17244	0.93265148	0.83852839	0.80334852	0.88627228	1.0339265	1.065532	0.99224785	0.84434292	1.1345145	1.1392833999999998	1.1569014	0.94344655	0.83232739	0.96671983	1.1696105	114791.5	1952115.4	0.012713255	4.626578	0.035738009	0.092522386	0.08239661	0.47659947	0.11650543	0.47126113	0.00034767997	0.1748242	0.25770923	0.0015319364000000002	0.24237356	0.008132019	0.84207927	0.21011363	0.52698833	0.54795572	0.10212768	1e-06	0.01143842	0.77244272	0.5310982	0.27670046	1.349445	1.3581964	0.75108909	0.97937292	1.0827587	0.030338986	0.16231024	0.082258472	1e-06	1.7562977	0.13066591	1.7222877	0.49232359	8.6778506	0.62613629
0.040990321	0.99262449	0.96643946	0.06167868	0.61457954	0.030595479	0.75182571	2.0247531000000003	0.90606391	0.038295722	0.08561426800000001	1.9049381	1.1813222	1.1462391	1.1842006	1.1928735	0.8323832	0.89108725	0.87448085	0.87057941	1.1355725	1.087623	1.1031753	1.008603	0.92797456	1.2	0.86094463	1.2	1.1960904	0.82841788	1.0895108	1.1790325	118514.48	1807921.0	0.013814612	4.0536623999999986	0.035062618	0.11412731	0.092548428	0.5	0.12758123	0.48902946	0.00035800429	0.16991885	0.28648914	0.0014553312	0.19504052	0.0075552907	1.0246356	0.301317	0.42845377	0.72732522	0.43109756	0.011140677	1e-06	0.66830039	0.60417898	0.18696766	1.1393966	1.2715448	0.3778678	1.2234645	0.77024652	0.018513335	0.29582339	0.0063269081000000005	0.0061084499	1.9526606	0.12601719	1.6923448	0.88934836	9.9903335	0.62175868
0.021673291	0.98384021	0.9735728	0.050825629	0.50108207	0.032286028	0.76561378	2.0388448	0.92151818	0.0095533958	0.017517544	1.5196069	1.1681614	1.1718253	0.87900881	0.8	0.82563039	0.83393846	0.8	0.80784309	0.99860475	1.0486649	0.8229924000000001	1.0906848999999998	0.87928914	0.8118112	1.1204689	1.2	0.90407316	0.8053103	1.14823	1.1825097	115104.27	1878052.1	0.013000302	4.4580523	0.034084781	0.11973316	0.09728818	0.48702574	0.13410919	0.4399251	0.00035082551	0.18498381	0.25354143	0.0013643834	0.24908733	0.0080639717	0.99361981	0.29204827	0.493818	0.47981087	0.049684436	0.039455203	0.0090168591	0.50887178	0.63169853	0.16823654	1.2095868	1.2644376	0.52264113	0.85757681	1.4190206	0.005224875	0.22307363	0.004420259	1e-06	1.9539423	0.23644847	1.9241568	0.87905999	9.3488836	0.56819134
1e-06	0.98720022	0.97367438	0.057306936	0.54826872	0.029859502000000007	0.78688302	2.04201	0.92191066	0.077103431	0.11454772	1.56337	1.1475678	1.156563	1.0899013000000002	1.1548234	1.0244068000000002	0.93363717	0.81650223	0.83661658	1.2	0.98109828	0.8	1.1867938999999998	1.1366689	0.98776213	0.8	1.1467807	1.0725703000000002	0.81111647	1.188611	1.1646774	120978.97	1846019.1	0.01311109	4.195419599999999	0.034313299	0.12142209	0.08255532	0.45749362	0.14124751	0.47100517	0.00035139655	0.19933984	0.25156266	0.0014783562	0.24665752	0.0091794009	0.86862482	0.42762701	0.49518199	0.66336238	0.075077808	0.045907295	0.0040970394	0.61071345	0.54118626	0.16261921	1.0251793	1.2096844	0.17755411	1.2949777	1.316987	0.042620811	0.26722773	0.0030684821	0.019918723	1.8141492	0.20208129	1.7464287	0.84598105	10.045378	0.60180575
0.05328261	0.98672226	0.97463891	0.050544097	0.55147104	0.028673575	0.79051455	2.0635726	0.93067856	0.038072696	0.024261097	1.3129964	1.1257708	1.1984325	1.0368881	0.83072418	0.93060694	1.0000033000000002	0.83596273	0.8	0.8	1.2	1.0637383	0.9950228	0.9458725	0.93558461	0.8680447	1.1896578000000002	0.83017919	0.81868967	1.0875581	1.1906473	124006.22	1931074.7	0.013037957	4.3162679000000015	0.030027233	0.075992975	0.075943872	0.49325237	0.1294354	0.39996337	0.00034008294	0.19926659	0.27185317	0.0010562236	0.26810993	0.009354178	0.89856905	0.31153896	0.61704153	0.34724842	0.22591028	0.0045686461	0.013633065	0.71305161	0.55067632	0.21308913	1.1929531	1.0020834	0.65469765	1.2851294	1.2457507	0.00028553173	0.26400027	0.01071926	0.09239365	1.9407595	0.10689776	1.6476753	0.61124542	9.2163812	0.7903844
0.20873308	0.96764507	0.96877955	0.06499428	0.57476877	0.026931762	0.60287956	2.0009618	0.94506479	0.032693795	0.013305391	1.6479868999999998	1.1770635	1.1797056	0.84060886	1.2	1.0640854	0.97868979	0.8	0.81201166	1.1537474	0.93848508	1.1741666000000002	1.00904	1.0100529	1.1621796999999998	0.91154668	1.1622431999999998	1.0384305	0.80851951	1.1187072	1.1844423000000002	114886.07	1800000.0	0.01386281	4.1991642	0.037951943	0.10828743	0.14347845	0.5	0.15097446	0.42912982	0.00034071979	0.11555817	0.29243529	0.0016162224	0.21065788	0.005	0.89199313	0.28860056	0.46614497	0.72462693	0.035424952	0.0099892664	0.016574475	0.59678384	0.53426193	0.15044024	1.0577326	1.1998263	0.16694048	1.3054836	0.97865426	0.016483983	0.28617237	1e-06	0.097168609	1.9109214	0.22423414	1.6115971000000002	0.86297435	9.5488504	0.63009283
0.02673586	0.98091568	0.97574666	0.052806414	0.50693675	0.030024381	0.74213395	2.01201	0.94108017	0.036053982000000005	0.004676038	1.656788	1.1028924999999998	1.1977567	0.96668116	1.0808883	1.1272327	0.89786355	0.80016053	0.81070993	1.0297546999999998	0.89416278	0.9502744	1.1596058	0.83650816	1.2	1.0125313	1.1809317	1.0816615	0.81280842	1.1987072	1.1740194	123896.21	2023355.7	0.012716894	4.5630359	0.035038014	0.13757186	0.078572773	0.46485988	0.13605845	0.42886229	0.00034201582	0.17075578	0.28757795	0.0015869253	0.27621437	0.0076288138	0.97141542	0.30766021	0.65451979	0.56457544	0.43487526	0.010582612	0.0081884316	0.61584319	0.57947927	0.1867918	1.1834854	1.2047218000000002	0.73029529	1.3884212	1.3047943000000002	0.058513795999999986	0.2514397	0.021353987	0.039394963	1.9687417	0.10123041	1.8689745	0.59687426	10.256684	0.35948638
0.25029047	0.99183516	0.96990213	0.057264895	0.62699914	0.028371282	0.77742854	2.023993	0.92027888	0.056015459	0.019145884	1.5742036	1.2	1.178957	1.1435883999999998	1.011541	0.91847272	0.9671324	0.80239985	0.80173904	0.97804648	1.0553905	0.84840158	1.1765746	0.80396089	0.89072438	0.8549116	1.1609837	0.8809754000000001	0.81725884	1.0189877	1.1962286	116820.21	1800000.0	0.013971913	4.3281147	0.037213892	0.10172415	0.11715799	0.47648355	0.15504855	0.42721549	0.00034698588	0.18983302	0.26117106	0.0010720404	0.22874545	0.0085098576	0.91362203	0.20681723	0.44318991	0.63088926	0.19554415	0.00071807652	0.031397203	0.49348016	0.57262999	0.17392213	1.147336	1.2340321	0.17222634	1.0442814	0.90241404	0.030405126	0.32115651	0.012843494	0.054195122000000005	1.8567942	0.051510439000000005	1.5708623	0.93100923	9.10147	0.4218992
0.10619232	0.98451494	0.97511923	0.053159033	0.50464772	0.029786622	0.78292271	2.0239373	0.94014776	0.079797757	0.046423114	1.3159213	1.1143686000000002	1.1596451	1.1013857	0.85749857	1.1658311	0.89328721	0.8631740999999999	0.8	0.86967141	1.1222745	0.86352299	0.80129308	0.8	0.90913805	0.8437104	1.1958643999999998	0.87598817	0.80634471	1.1956712	1.1924598	118933.13	1907554.2	0.012407818	4.9446302000000015	0.03721227	0.071959411	0.1032012	0.49867486	0.13612444	0.44484801	0.00035334797	0.19568513	0.25768507	0.002189578	0.26725279	0.0087133465	1.0163463	0.27130146	0.4797528	0.52458901	0.35627417	1e-06	0.022964465	0.54022521	0.62538281	0.33512537	1.5903832	1.6530011999999998	0.54458525	0.99913216	1.2051268	0.024499822	0.087823489	0.0040302175	0.00053005362	1.8712616	0.10982262	1.9956353	0.62194105	8.7600222	0.58628042
0.32459281	0.98426906	0.96869986	0.055600534000000014	0.62146544	0.030513554	0.73136405	2.0	0.93620744	1e-06	0.017357714	1.4309757	1.1471178999999998	1.1853812	0.9352616	0.87710664	1.0289832	0.96029823	0.8	0.85034033	0.98926352	1.1238002	0.96493946	1.0679205	1.1502005	0.82464855	0.91332038	1.2	1.1665836	0.80656598	1.1221463	1.1853874	120241.16	1947699.1	0.012544781	4.7162719000000015	0.03466086	0.08097056400000001	0.10237433	0.49654314	0.1335694	0.43287941	0.00035161946	0.16789107	0.26126183	0.001	0.20347143	0.0072363631	1.0068354	0.26560878	0.62217417	0.49825749	0.31833479	1e-06	0.063635058	0.55660692	0.52318603	0.33276805	1.4525146999999998	1.1663802	0.76322998	0.66435432	0.66794191	0.027067959	0.24013173	0.035613976	0.0015640317	1.9756258	0.11717179	1.9526488	0.66574396	9.6787961	0.572191
0.007253425999999999	0.98951586	0.97074105	0.05677012	0.43432596	0.025403581	0.77464652	2.0581656	0.92550433	1e-06	0.051708026	1.2997379999999998	1.1619405	1.1808086000000002	1.0781848	0.91102786	0.89249928	1.0443143	0.93081335	0.81959729	1.0163823	0.97403209	0.86518118	0.8258763000000001	1.1658108	1.0685822	1.0212934	1.2	1.1066185	0.80017141	1.1890576000000002	1.2	123476.42	1908516.1	0.01213702	4.5472239000000005	0.03492107	0.070767419	0.13285303	0.49148933	0.14318065	0.42185186	0.00034866783	0.18743978	0.26554901	0.001	0.23404851	0.0085299302	0.92362158	0.26491125	0.5980878000000001	0.5616551	0.047687025999999993	0.014416988	0.0012321252	0.6198001999999999	0.58752512	0.1681717	1.1342881	1.3143684	0.4079245	1.1888545	1.8251032	1e-06	0.13180568	0.018495221000000003	0.11979312	1.9316762	0.059328003	1.9092626	0.66962037	10.191002	0.54283409
0.365509	0.98682346	0.97036575	0.056699918	0.53263426	0.030551595	0.76101187	2.0410718	0.92746582	0.1737158	0.013376763	1.2707893999999995	1.1029419	1.1980022	0.92653927	1.0555751	0.91957807	0.9266028	0.81567939	0.80264349	0.82508121	1.1766253999999998	1.1013783	1.1425512	0.88309911	0.8	0.9323603	1.1204077	1.119309	0.80605129	0.82291446	1.1893341999999998	113362.02	1989698.8	0.013418097	3.9745709	0.040083595	0.059318472	0.097724066	0.5	0.13187692	0.45764127	0.0003430228	0.18365293	0.25292024	0.0024440011	0.21634189	0.0079457912	1.0089144	0.29325343	0.5733251	0.6588645000000001	0.075543986	0.0061896793000000006	0.00729964	0.61357794	0.52746883	0.21815072	1.1873593	1.3455286	0.63339653	0.89083633	1.3246757	0.17476644	0.27736940000000004	0.020742302	0.0075150065	2.0	0.17099803	1.8657093	0.59115854	9.4785466	0.73682382
0.20626702	0.98979324	0.96827893	0.052829763	0.61003404	0.027275222	0.7634655	2.0237114	0.92717304	0.095772481	0.032018953	1.3456043	1.1573636	1.2	1.0144825000000002	0.8084891	0.88233597	0.98654174	1.0215228	0.81941254	0.82132465	0.91071734	1.0877831	1.0533808999999998	1.0294768	0.82280037	0.89355324	1.199222	1.1451158	0.80437021	0.94426419	1.2	117710.05	1919772.8	0.012955221	4.4312762	0.035535326	0.07967866400000001	0.07175229799999999	0.48371191	0.14273622	0.44668962	0.0003573774	0.18227975	0.25483296	0.0021520106	0.2005823	0.0079667802	0.97962849	0.21719902	0.54415324	0.47512242	0.02890511	0.012609838	0.010663285	0.72982952	0.52417282	0.30273940000000005	1.2797802	1.4790095	0.18122812	1.5812308000000002	0.88165624	0.050416145	0.22973425	0.025037962	0.0016651257000000002	1.9255027	0.10461653	1.8388019	0.76704761	10.550789	0.62759957
0.66071861	0.97955663	0.97479	0.060391996	0.46050081	0.027036215	0.71691658	2.0	0.94281859	1e-06	0.011843127	1.2983822	1.1033219	1.1850964	0.87779078	0.92970019	1.021465	1.05795	0.80699943	0.80070869	0.85317296	0.87824151	0.91776625	0.87672531	1.088027	0.86499141	0.97013421	1.1040986000000002	1.0984771999999998	0.81284385	1.0765929	1.1305315	118321.37	1970846.0	0.011546894	4.7715236	0.034915154	0.068997954	0.08708566699999999	0.47870374	0.13032646	0.48689432	0.00035839055	0.16572262	0.25182572	0.0011810343	0.27425224	0.006644210699999999	0.78977364	0.24661322	0.66371516	0.51149903	0.5	5.486287099999999e-05	0.037784013	0.77162911	0.57310099	0.14311574	1.0519216999999998	1.5692851	0.92553595	0.85994676	1.4190167	1e-06	0.14991897	0.01522881	0.0097941461	1.8238122	0.17084883	1.7859965	0.39686433	9.6080806	0.46158996
